text	curie	name	predicate	provenance	source
Cullin-RING Ligase 1 complex	complexportal:CPX-1479	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK9	oboInOwl:hasRelatedSynonym		complexportal
SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK9	complexportal:CPX-1479	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK9	rdfs:label	pubmed:20927106,pubmed:21554755	complexportal
SUFU-GLI1 complex	complexportal:CPX-148	GLI2-SUFU complex	oboInOwl:hasRelatedSynonym		complexportal
GLI2-SUFU complex	complexportal:CPX-148	GLI2-SUFU complex	rdfs:label		complexportal
Cullin-RING ubiquitin Ligase 1 complex	complexportal:CPX-1480	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK10	oboInOwl:hasRelatedSynonym		complexportal
Cullin-Really Interesting New Gene E3 Ligase 1	complexportal:CPX-1480	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK10	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING E3 ubiquitin ligase 1	complexportal:CPX-1480	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK10	oboInOwl:hasRelatedSynonym		complexportal
SCF-COI1 ubiquitin-ligase complex	complexportal:CPX-1480	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK10	oboInOwl:hasRelatedSynonym		complexportal
CRL1 complex	complexportal:CPX-1480	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK10	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING Ligase 1 complex	complexportal:CPX-1480	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK10	oboInOwl:hasRelatedSynonym		complexportal
SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK10	complexportal:CPX-1480	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK10	rdfs:label	pubmed:20927106,pubmed:21554755	complexportal
Cullin-RING ubiquitin Ligase 1 complex	complexportal:CPX-1481	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK11	oboInOwl:hasRelatedSynonym		complexportal
Cullin-Really Interesting New Gene E3 Ligase 1	complexportal:CPX-1481	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK11	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING E3 ubiquitin ligase 1	complexportal:CPX-1481	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK11	oboInOwl:hasRelatedSynonym		complexportal
SCF-COI1 ubiquitin-ligase complex	complexportal:CPX-1481	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK11	oboInOwl:hasRelatedSynonym		complexportal
CRL1 complex	complexportal:CPX-1481	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK11	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING Ligase 1 complex	complexportal:CPX-1481	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK11	oboInOwl:hasRelatedSynonym		complexportal
SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK11	complexportal:CPX-1481	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK11	rdfs:label	pubmed:20927106,pubmed:21554755	complexportal
Cullin-RING ubiquitin Ligase 1 complex	complexportal:CPX-1482	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK12	oboInOwl:hasRelatedSynonym		complexportal
Cullin-Really Interesting New Gene E3 Ligase 1	complexportal:CPX-1482	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK12	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING E3 ubiquitin ligase 1	complexportal:CPX-1482	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK12	oboInOwl:hasRelatedSynonym		complexportal
SCF-COI1 ubiquitin-ligase complex	complexportal:CPX-1482	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK12	oboInOwl:hasRelatedSynonym		complexportal
CRL1 complex	complexportal:CPX-1482	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK12	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING Ligase 1 complex	complexportal:CPX-1482	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK12	oboInOwl:hasRelatedSynonym		complexportal
SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK12	complexportal:CPX-1482	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK12	rdfs:label	pubmed:20927106,pubmed:21554755	complexportal
Cullin-RING ubiquitin Ligase 1 complex	complexportal:CPX-1483	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK13	oboInOwl:hasRelatedSynonym		complexportal
Cullin-Really Interesting New Gene E3 Ligase 1	complexportal:CPX-1483	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK13	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING E3 ubiquitin ligase 1	complexportal:CPX-1483	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK13	oboInOwl:hasRelatedSynonym		complexportal
SCF-COI1 ubiquitin-ligase complex	complexportal:CPX-1483	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK13	oboInOwl:hasRelatedSynonym		complexportal
CRL1 complex	complexportal:CPX-1483	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK13	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING Ligase 1 complex	complexportal:CPX-1483	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK13	oboInOwl:hasRelatedSynonym		complexportal
SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK13	complexportal:CPX-1483	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK13	rdfs:label	pubmed:20927106,pubmed:21554755	complexportal
Cullin-RING ubiquitin Ligase 1 complex	complexportal:CPX-1484	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK14	oboInOwl:hasRelatedSynonym		complexportal
Cullin-Really Interesting New Gene E3 Ligase 1	complexportal:CPX-1484	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK14	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING E3 ubiquitin ligase 1	complexportal:CPX-1484	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK14	oboInOwl:hasRelatedSynonym		complexportal
SCF-COI1 ubiquitin-ligase complex	complexportal:CPX-1484	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK14	oboInOwl:hasRelatedSynonym		complexportal
CRL1 complex	complexportal:CPX-1484	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK14	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING Ligase 1 complex	complexportal:CPX-1484	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK14	oboInOwl:hasRelatedSynonym		complexportal
SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK14	complexportal:CPX-1484	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK14	rdfs:label	pubmed:20927106,pubmed:21554755	complexportal
Cullin-RING ubiquitin Ligase 1 complex	complexportal:CPX-1485	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK15	oboInOwl:hasRelatedSynonym		complexportal
Cullin-Really Interesting New Gene E3 Ligase 1	complexportal:CPX-1485	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK15	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING E3 ubiquitin ligase 1	complexportal:CPX-1485	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK15	oboInOwl:hasRelatedSynonym		complexportal
SCF-COI1 ubiquitin-ligase complex	complexportal:CPX-1485	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK15	oboInOwl:hasRelatedSynonym		complexportal
CRL1 complex	complexportal:CPX-1485	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK15	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING Ligase 1 complex	complexportal:CPX-1485	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK15	oboInOwl:hasRelatedSynonym		complexportal
SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK15	complexportal:CPX-1485	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK15	rdfs:label	pubmed:20927106,pubmed:21554755	complexportal
Cullin-RING ubiquitin Ligase 1 complex	complexportal:CPX-1486	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK16	oboInOwl:hasRelatedSynonym		complexportal
Cullin-Really Interesting New Gene E3 Ligase 1	complexportal:CPX-1486	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK16	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING E3 ubiquitin ligase 1	complexportal:CPX-1486	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK16	oboInOwl:hasRelatedSynonym		complexportal
SCF-COI1 ubiquitin-ligase complex	complexportal:CPX-1486	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK16	oboInOwl:hasRelatedSynonym		complexportal
CRL1 complex	complexportal:CPX-1486	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK16	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING Ligase 1 complex	complexportal:CPX-1486	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK16	oboInOwl:hasRelatedSynonym		complexportal
SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK16	complexportal:CPX-1486	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK16	rdfs:label	pubmed:20927106,pubmed:21554755	complexportal
Cullin-RING ubiquitin Ligase 1 complex	complexportal:CPX-1487	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK17	oboInOwl:hasRelatedSynonym		complexportal
Cullin-Really Interesting New Gene E3 Ligase 1	complexportal:CPX-1487	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK17	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING E3 ubiquitin ligase 1	complexportal:CPX-1487	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK17	oboInOwl:hasRelatedSynonym		complexportal
SCF-COI1 ubiquitin-ligase complex	complexportal:CPX-1487	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK17	oboInOwl:hasRelatedSynonym		complexportal
CRL1 complex	complexportal:CPX-1487	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK17	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING Ligase 1 complex	complexportal:CPX-1487	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK17	oboInOwl:hasRelatedSynonym		complexportal
SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK17	complexportal:CPX-1487	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK17	rdfs:label	pubmed:20927106,pubmed:21554755	complexportal
Cullin-RING ubiquitin Ligase 1 complex	complexportal:CPX-1488	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK18	oboInOwl:hasRelatedSynonym		complexportal
Cullin-Really Interesting New Gene E3 Ligase 1	complexportal:CPX-1488	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK18	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING E3 ubiquitin ligase 1	complexportal:CPX-1488	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK18	oboInOwl:hasRelatedSynonym		complexportal
SCF-COI1 ubiquitin-ligase complex	complexportal:CPX-1488	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK18	oboInOwl:hasRelatedSynonym		complexportal
CRL1 complex	complexportal:CPX-1488	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK18	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING Ligase 1 complex	complexportal:CPX-1488	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK18	oboInOwl:hasRelatedSynonym		complexportal
SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK18	complexportal:CPX-1488	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK18	rdfs:label	pubmed:20927106,pubmed:21554755	complexportal
Cullin-RING ubiquitin Ligase 1 complex	complexportal:CPX-1489	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK19	oboInOwl:hasRelatedSynonym		complexportal
Cullin-Really Interesting New Gene E3 Ligase 1	complexportal:CPX-1489	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK19	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING E3 ubiquitin ligase 1	complexportal:CPX-1489	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK19	oboInOwl:hasRelatedSynonym		complexportal
SCF-COI1 ubiquitin-ligase complex	complexportal:CPX-1489	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK19	oboInOwl:hasRelatedSynonym		complexportal
CRL1 complex	complexportal:CPX-1489	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK19	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING Ligase 1 complex	complexportal:CPX-1489	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK19	oboInOwl:hasRelatedSynonym		complexportal
SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK19	complexportal:CPX-1489	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK19	rdfs:label	pubmed:20927106,pubmed:21554755	complexportal
SUFU-GLI1 complex	complexportal:CPX-149	GLI2-SUFU complex	oboInOwl:hasRelatedSynonym		complexportal
GLI2-SUFU complex	complexportal:CPX-149	GLI2-SUFU complex	rdfs:label		complexportal
Cullin-RING ubiquitin Ligase 1 complex	complexportal:CPX-1490	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK20	oboInOwl:hasRelatedSynonym		complexportal
Cullin-Really Interesting New Gene E3 Ligase 1	complexportal:CPX-1490	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK20	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING E3 ubiquitin ligase 1	complexportal:CPX-1490	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK20	oboInOwl:hasRelatedSynonym		complexportal
SCF-COI1 ubiquitin-ligase complex	complexportal:CPX-1490	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK20	oboInOwl:hasRelatedSynonym		complexportal
CRL1 complex	complexportal:CPX-1490	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK20	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING Ligase 1 complex	complexportal:CPX-1490	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK20	oboInOwl:hasRelatedSynonym		complexportal
SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK20	complexportal:CPX-1490	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK20	rdfs:label	pubmed:20927106,pubmed:21554755	complexportal
Cullin-RING ubiquitin Ligase 1 complex	complexportal:CPX-1491	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK21	oboInOwl:hasRelatedSynonym		complexportal
Cullin-Really Interesting New Gene E3 Ligase 1	complexportal:CPX-1491	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK21	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING E3 ubiquitin ligase 1	complexportal:CPX-1491	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK21	oboInOwl:hasRelatedSynonym		complexportal
SCF-COI1 ubiquitin-ligase complex	complexportal:CPX-1491	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK21	oboInOwl:hasRelatedSynonym		complexportal
CRL1 complex	complexportal:CPX-1491	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK21	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING Ligase 1 complex	complexportal:CPX-1491	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK21	oboInOwl:hasRelatedSynonym		complexportal
SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK21	complexportal:CPX-1491	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK21	rdfs:label	pubmed:20927106,pubmed:21554755	complexportal
CRL1 complex	complexportal:CPX-1492	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-SKP1A	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING Ligase 1 complex	complexportal:CPX-1492	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-SKP1A	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING ubiquitin Ligase 1 complex	complexportal:CPX-1492	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-SKP1A	oboInOwl:hasRelatedSynonym		complexportal
Cullin-Really Interesting New Gene E3 Ligase 1	complexportal:CPX-1492	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-SKP1A	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING E3 ubiquitin ligase 1	complexportal:CPX-1492	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-SKP1A	oboInOwl:hasRelatedSynonym		complexportal
SCF-COI1 ubiquitin-ligase complex	complexportal:CPX-1492	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-SKP1A	oboInOwl:hasRelatedSynonym		complexportal
SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-SKP1A	complexportal:CPX-1492	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-SKP1A	rdfs:label	pubmed:20927106,pubmed:21554755	complexportal
CRL1 complex	complexportal:CPX-1493	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-SKP1B	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING Ligase 1 complex	complexportal:CPX-1493	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-SKP1B	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING ubiquitin Ligase 1 complex	complexportal:CPX-1493	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-SKP1B	oboInOwl:hasRelatedSynonym		complexportal
Cullin-Really Interesting New Gene E3 Ligase 1	complexportal:CPX-1493	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-SKP1B	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING E3 ubiquitin ligase 1	complexportal:CPX-1493	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-SKP1B	oboInOwl:hasRelatedSynonym		complexportal
SCF-COI1 ubiquitin-ligase complex	complexportal:CPX-1493	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-SKP1B	oboInOwl:hasRelatedSynonym		complexportal
SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-SKP1B	complexportal:CPX-1493	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-SKP1B	rdfs:label	pubmed:20927106,pubmed:21554755	complexportal
CRL1 complex	complexportal:CPX-1494	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK3	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING Ligase 1 complex	complexportal:CPX-1494	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK3	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING ubiquitin Ligase 1 complex	complexportal:CPX-1494	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK3	oboInOwl:hasRelatedSynonym		complexportal
Cullin-Really Interesting New Gene E3 Ligase 1	complexportal:CPX-1494	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK3	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING E3 ubiquitin ligase 1	complexportal:CPX-1494	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK3	oboInOwl:hasRelatedSynonym		complexportal
SCF-COI1 ubiquitin-ligase complex	complexportal:CPX-1494	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK3	oboInOwl:hasRelatedSynonym		complexportal
SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK3	complexportal:CPX-1494	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK3	rdfs:label	pubmed:20927106,pubmed:21554755	complexportal
CRL1 complex	complexportal:CPX-1495	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK4	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING Ligase 1 complex	complexportal:CPX-1495	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK4	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING ubiquitin Ligase 1 complex	complexportal:CPX-1495	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK4	oboInOwl:hasRelatedSynonym		complexportal
Cullin-Really Interesting New Gene E3 Ligase 1	complexportal:CPX-1495	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK4	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING E3 ubiquitin ligase 1	complexportal:CPX-1495	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK4	oboInOwl:hasRelatedSynonym		complexportal
SCF-COI1 ubiquitin-ligase complex	complexportal:CPX-1495	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK4	oboInOwl:hasRelatedSynonym		complexportal
SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK4	complexportal:CPX-1495	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK4	rdfs:label	pubmed:20927106,pubmed:21554755	complexportal
CRL1 complex	complexportal:CPX-1496	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK5	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING Ligase 1 complex	complexportal:CPX-1496	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK5	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING ubiquitin Ligase 1 complex	complexportal:CPX-1496	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK5	oboInOwl:hasRelatedSynonym		complexportal
Cullin-Really Interesting New Gene E3 Ligase 1	complexportal:CPX-1496	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK5	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING E3 ubiquitin ligase 1	complexportal:CPX-1496	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK5	oboInOwl:hasRelatedSynonym		complexportal
SCF-COI1 ubiquitin-ligase complex	complexportal:CPX-1496	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK5	oboInOwl:hasRelatedSynonym		complexportal
SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK5	complexportal:CPX-1496	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK5	rdfs:label	pubmed:20927106,pubmed:21554755	complexportal
CRL1 complex	complexportal:CPX-1497	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK6	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING Ligase 1 complex	complexportal:CPX-1497	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK6	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING ubiquitin Ligase 1 complex	complexportal:CPX-1497	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK6	oboInOwl:hasRelatedSynonym		complexportal
Cullin-Really Interesting New Gene E3 Ligase 1	complexportal:CPX-1497	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK6	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING E3 ubiquitin ligase 1	complexportal:CPX-1497	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK6	oboInOwl:hasRelatedSynonym		complexportal
SCF-COI1 ubiquitin-ligase complex	complexportal:CPX-1497	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK6	oboInOwl:hasRelatedSynonym		complexportal
SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK6	complexportal:CPX-1497	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK6	rdfs:label	pubmed:20927106,pubmed:21554755	complexportal
CRL1 complex	complexportal:CPX-1498	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK7	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING Ligase 1 complex	complexportal:CPX-1498	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK7	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING ubiquitin Ligase 1 complex	complexportal:CPX-1498	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK7	oboInOwl:hasRelatedSynonym		complexportal
Cullin-Really Interesting New Gene E3 Ligase 1	complexportal:CPX-1498	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK7	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING E3 ubiquitin ligase 1	complexportal:CPX-1498	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK7	oboInOwl:hasRelatedSynonym		complexportal
SCF-COI1 ubiquitin-ligase complex	complexportal:CPX-1498	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK7	oboInOwl:hasRelatedSynonym		complexportal
SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK7	complexportal:CPX-1498	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK7	rdfs:label	pubmed:20927106,pubmed:21554755	complexportal
CRL1 complex	complexportal:CPX-1499	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK8	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING Ligase 1 complex	complexportal:CPX-1499	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK8	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING ubiquitin Ligase 1 complex	complexportal:CPX-1499	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK8	oboInOwl:hasRelatedSynonym		complexportal
Cullin-Really Interesting New Gene E3 Ligase 1	complexportal:CPX-1499	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK8	oboInOwl:hasRelatedSynonym		complexportal
Cullin-RING E3 ubiquitin ligase 1	complexportal:CPX-1499	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK8	oboInOwl:hasRelatedSynonym		complexportal
SCF-COI1 ubiquitin-ligase complex	complexportal:CPX-1499	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK8	oboInOwl:hasRelatedSynonym		complexportal
SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK8	complexportal:CPX-1499	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK8	rdfs:label	pubmed:20927106,pubmed:21554755	complexportal
CST complex	complexportal:CPX-15	CST complex	rdfs:label	pubmed:17293872,pubmed:22879408,pubmed:23851344	complexportal
