text	curie	name	predicate	type	provenance	source
Clathrin subunits	hgnc.genegroup:1647	Clathrin subunits	rdfs:label			hgnc.genegroup
AMY	hgnc.genegroup:1648	Amylases alpha	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Amylases alpha	hgnc.genegroup:1648	Amylases alpha	rdfs:label		pubmed:2788608	hgnc.genegroup
NEU	hgnc.genegroup:1649	Neuraminidases	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Neuraminidases	hgnc.genegroup:1649	Neuraminidases	rdfs:label			hgnc.genegroup
OR52	hgnc.genegroup:165	Olfactory receptors, family 52	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Olfactory receptors, family 52	hgnc.genegroup:165	Olfactory receptors, family 52	rdfs:label			hgnc.genegroup
Glycoside hydrolase family	hgnc.genegroup:1650	Glycoside hydrolase family	rdfs:label			hgnc.genegroup
HPSE	hgnc.genegroup:1651	Heparanases	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Heparanases	hgnc.genegroup:1651	Heparanases	rdfs:label			hgnc.genegroup
Glycoside hydrolase family 1	hgnc.genegroup:1652	Glycoside hydrolase family 1	rdfs:label			hgnc.genegroup
FUCA	hgnc.genegroup:1653	Alpha-L-fucosidases	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Alpha-L-fucosidases	hgnc.genegroup:1653	Alpha-L-fucosidases	rdfs:label			hgnc.genegroup
GLB	hgnc.genegroup:1654	Galactosidases beta	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Galactosidases beta	hgnc.genegroup:1654	Galactosidases beta	rdfs:label			hgnc.genegroup
GLA	hgnc.genegroup:1655	Galactosidases alpha	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Galactosidases alpha	hgnc.genegroup:1655	Galactosidases alpha	rdfs:label			hgnc.genegroup
SHLD	hgnc.genegroup:1656	Shieldin complex	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Shieldin complex	hgnc.genegroup:1656	Shieldin complex	rdfs:label		pubmed:29656893,pubmed:30022119,pubmed:30022158,pubmed:30022168,pubmed:30046110	hgnc.genegroup
FAM230	hgnc.genegroup:1657	Family with sequence similarity 230	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Family with sequence similarity 230	hgnc.genegroup:1657	Family with sequence similarity 230	rdfs:label		pubmed:29668722	hgnc.genegroup
INHAT complex	hgnc.genegroup:1658	INHAT complex	rdfs:label			hgnc.genegroup
SET complex	hgnc.genegroup:1659	SET complex	rdfs:label		pubmed:16818237	hgnc.genegroup
OR55	hgnc.genegroup:166	Olfactory receptors, family 55	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Olfactory receptors, family 55	hgnc.genegroup:166	Olfactory receptors, family 55	rdfs:label			hgnc.genegroup
CRIM	hgnc.genegroup:1660	Cysteine rich transmembrane BMP regulators	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Cysteine rich transmembrane BMP regulators	hgnc.genegroup:1660	Cysteine rich transmembrane BMP regulators	rdfs:label			hgnc.genegroup
CHRD	hgnc.genegroup:1661	Chordin family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Chordin family	hgnc.genegroup:1661	Chordin family	rdfs:label		pubmed:25962004	hgnc.genegroup
INH	hgnc.genegroup:1662	Inhibin subunits	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Inhibin subunits	hgnc.genegroup:1662	Inhibin subunits	rdfs:label		pubmed:26884470	hgnc.genegroup
Glutamyl-tRNA amidotransferase subunits	hgnc.genegroup:1663	Glutamyl-tRNA amidotransferase subunits	rdfs:label		pubmed:19805282	hgnc.genegroup
TGFB	hgnc.genegroup:1664	Transforming growth factor beta family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Transforming growth factor beta family	hgnc.genegroup:1664	Transforming growth factor beta family	rdfs:label			hgnc.genegroup
Pseudouridine synthases	hgnc.genegroup:1665	Pseudouridine synthases	rdfs:label		pubmed:27348156	hgnc.genegroup
OGDH	hgnc.genegroup:1666	Oxoglutarate dehydrogenase family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Oxoglutarate dehydrogenase family	hgnc.genegroup:1666	Oxoglutarate dehydrogenase family	rdfs:label		pubmed:18004749	hgnc.genegroup
FMO	hgnc.genegroup:1667	Flavin containing monooxygenases	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Flavin containing monooxygenases	hgnc.genegroup:1667	Flavin containing monooxygenases	rdfs:label		pubmed:15077013	hgnc.genegroup
MYLK	hgnc.genegroup:1668	Myosin light chain kinase family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Myosin light chain kinase family	hgnc.genegroup:1668	Myosin light chain kinase family	rdfs:label		pubmed:11096123,pubmed:15185077,pubmed:21416260	hgnc.genegroup
Basigin family 	hgnc.genegroup:1669	Basigin family 	rdfs:label		pubmed:12792908	hgnc.genegroup
OR56	hgnc.genegroup:167	Olfactory receptors, family 56	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Olfactory receptors, family 56	hgnc.genegroup:167	Olfactory receptors, family 56	rdfs:label			hgnc.genegroup
AP	hgnc.genegroup:1670	Adaptor related protein complexes	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Adaptor related protein complexes	hgnc.genegroup:1670	Adaptor related protein complexes	rdfs:label		pubmed:11454451	hgnc.genegroup
AP1	hgnc.genegroup:1671	Adaptor related protein complex 1	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Adaptor related protein complex 1	hgnc.genegroup:1671	Adaptor related protein complex 1	rdfs:label			hgnc.genegroup
AP2	hgnc.genegroup:1672	Adaptor related protein complex 2	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Adaptor related protein complex 2	hgnc.genegroup:1672	Adaptor related protein complex 2	rdfs:label			hgnc.genegroup
AP3	hgnc.genegroup:1673	Adaptor related protein complex 3	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Adaptor related protein complex 3	hgnc.genegroup:1673	Adaptor related protein complex 3	rdfs:label		pubmed:9151686	hgnc.genegroup
AP4	hgnc.genegroup:1674	Adaptor related protein complex 4	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Adaptor related protein complex 4	hgnc.genegroup:1674	Adaptor related protein complex 4	rdfs:label		pubmed:10436028	hgnc.genegroup
AP5	hgnc.genegroup:1675	Adaptor related protein complex 5	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Adaptor related protein complex 5	hgnc.genegroup:1675	Adaptor related protein complex 5	rdfs:label		pubmed:22022230	hgnc.genegroup
7SK snRNP complex	hgnc.genegroup:1676	7SK snRNP complex	rdfs:label		pubmed:28254838,pubmed:28431135	hgnc.genegroup
Wnt enhanceosome complex	hgnc.genegroup:1677	Wnt enhanceosome complex	rdfs:label		pubmed:26312500,pubmed:28296634,pubmed:29153704	hgnc.genegroup
EML	hgnc.genegroup:1679	EMAP like	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
EMAP like	hgnc.genegroup:1679	EMAP like	rdfs:label		pubmed:27911710	hgnc.genegroup
Amine receptors	hgnc.genegroup:168	Amine receptors	rdfs:label			hgnc.genegroup
TLE	hgnc.genegroup:1680	TLE family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
TLE family	hgnc.genegroup:1680	TLE family	rdfs:label		pubmed:17624551	hgnc.genegroup
Cytoplasmic transfer RNA pseudogenes	hgnc.genegroup:1681	Cytoplasmic transfer RNA pseudogenes	rdfs:label			hgnc.genegroup
MTX	hgnc.genegroup:1682	Metaxins	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Metaxins	hgnc.genegroup:1682	Metaxins	rdfs:label		pubmed:26477565	hgnc.genegroup
Mitochondrial intermembrane space bridging complex	hgnc.genegroup:1683	Mitochondrial intermembrane space bridging complex	rdfs:label		pubmed:25781180,pubmed:26477565	hgnc.genegroup
Subcortical maternal complex	hgnc.genegroup:1684	Subcortical maternal complex	rdfs:label		pubmed:27525657	hgnc.genegroup
Mitochondrial sorting and assembly machinery complex	hgnc.genegroup:1685	Mitochondrial sorting and assembly machinery complex	rdfs:label		pubmed:20111053	hgnc.genegroup
Endoribonucleases	hgnc.genegroup:1687	Endoribonucleases	rdfs:label		pubmed:20675404	hgnc.genegroup
MIR#HG	hgnc.genegroup:1688	MicroRNA non-coding host genes	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA non-coding host genes	hgnc.genegroup:1688	MicroRNA non-coding host genes	rdfs:label			hgnc.genegroup
NOTCH	hgnc.genegroup:1689	Notch receptors	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Notch receptors	hgnc.genegroup:1689	Notch receptors	rdfs:label			hgnc.genegroup
ADR	hgnc.genegroup:169	Adrenoceptors	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Adrenoceptors	hgnc.genegroup:169	Adrenoceptors	rdfs:label			hgnc.genegroup
MicroRNA host genes	hgnc.genegroup:1690	MicroRNA host genes	rdfs:label		pubmed:15364901,pubmed:15701730	hgnc.genegroup
MicroRNA protein coding host genes	hgnc.genegroup:1691	MicroRNA protein coding host genes	rdfs:label		pubmed:28811264	hgnc.genegroup
LRAT domain containing 	hgnc.genegroup:1692	LRAT domain containing 	rdfs:label		pubmed:16234259	hgnc.genegroup
Macro domain containing	hgnc.genegroup:1693	Macro domain containing	rdfs:label		pubmed:21421074,pubmed:23736681	hgnc.genegroup
SWC tripartite complex	hgnc.genegroup:1695	SWC tripartite complex	rdfs:label		pubmed:27617292,pubmed:29995611,pubmed:30442666	hgnc.genegroup
MicroRNA MIR1/206 family	hgnc.genegroup:1696	MicroRNA MIR1/206 family	rdfs:label		pubmed:24719334	hgnc.genegroup
MicroRNA MIRLET7 family	hgnc.genegroup:1697	MicroRNA MIRLET7 family	rdfs:label		pubmed:22617875	hgnc.genegroup
MicroRNA MIR9 family	hgnc.genegroup:1698	MicroRNA MIR9 family	rdfs:label		pubmed:24312010	hgnc.genegroup
Deoxyribonucleoside kinases	hgnc.genegroup:1699	Deoxyribonucleoside kinases	rdfs:label		pubmed:15896737,pubmed:7494863	hgnc.genegroup
HTR	hgnc.genegroup:170	5-hydroxytryptamine receptors, G protein-coupled	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
5-hydroxytryptamine receptors, G protein-coupled	hgnc.genegroup:170	5-hydroxytryptamine receptors, G protein-coupled	rdfs:label			hgnc.genegroup
MicroRNA MIR10/100 family	hgnc.genegroup:1700	MicroRNA MIR10/100 family	rdfs:label		pubmed:21881411	hgnc.genegroup
MicroRNA MIR29 family	hgnc.genegroup:1701	MicroRNA MIR29 family	rdfs:label		pubmed:22214600	hgnc.genegroup
MicroRNA MIR34/449 family	hgnc.genegroup:1702	MicroRNA MIR34/449 family	rdfs:label		pubmed:30412711	hgnc.genegroup
MicroRNA MIR17 family	hgnc.genegroup:1703	MicroRNA MIR17 family	rdfs:label		pubmed:15136036,pubmed:24212931	hgnc.genegroup
MicroRNA MIR19 family	hgnc.genegroup:1704	MicroRNA MIR19 family	rdfs:label		pubmed:15136036,pubmed:24212931	hgnc.genegroup
MicroRNA MIR25/92 family	hgnc.genegroup:1705	MicroRNA MIR25/92 family	rdfs:label		pubmed:15136036,pubmed:24212931,pubmed:24394541	hgnc.genegroup
MIR124	hgnc.genegroup:1706	MicroRNA MIR124 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR124 family	hgnc.genegroup:1706	MicroRNA MIR124 family	rdfs:label		pubmed:19956752	hgnc.genegroup
MIR133	hgnc.genegroup:1708	MicroRNA MIR133 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR133 family	hgnc.genegroup:1708	MicroRNA MIR133 family	rdfs:label		pubmed:26113018	hgnc.genegroup
MicroRNA MIR141/200 family	hgnc.genegroup:1709	MicroRNA MIR141/200 family	rdfs:label		pubmed:25762624	hgnc.genegroup
HTR	hgnc.genegroup:171	5-hydroxytryptamine receptors	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
5-hydroxytryptamine receptors	hgnc.genegroup:171	5-hydroxytryptamine receptors	rdfs:label			hgnc.genegroup
MIR219	hgnc.genegroup:1710	MicroRNA MIR219 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR219 family	hgnc.genegroup:1710	MicroRNA MIR219 family	rdfs:label			hgnc.genegroup
MicroRNA MIR23 family	hgnc.genegroup:1711	MicroRNA MIR23 family	rdfs:label		pubmed:26834155	hgnc.genegroup
MIR128	hgnc.genegroup:1712	MicroRNA MIR128 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR128 family	hgnc.genegroup:1712	MicroRNA MIR128 family	rdfs:label		pubmed:21953503	hgnc.genegroup
MicroRNA MIR130 family	hgnc.genegroup:1713	MicroRNA MIR130 family	rdfs:label		pubmed:26837847	hgnc.genegroup
MicroRNA MIR132/212 family	hgnc.genegroup:1714	MicroRNA MIR132/212 family	rdfs:label		pubmed:23011132	hgnc.genegroup
MIR146	hgnc.genegroup:1716	MicroRNA MIR146 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR146 family	hgnc.genegroup:1716	MicroRNA MIR146 family	rdfs:label		pubmed:26996343	hgnc.genegroup
MicroRNA MIR148/152 family	hgnc.genegroup:1717	MicroRNA MIR148/152 family	rdfs:label		pubmed:23683438	hgnc.genegroup
MIR181	hgnc.genegroup:1718	MicroRNA MIR181 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR181 family	hgnc.genegroup:1718	MicroRNA MIR181 family	rdfs:label		pubmed:19221487,pubmed:25174404	hgnc.genegroup
MicroRNA MIR192/215 family	hgnc.genegroup:1719	MicroRNA MIR192/215 family	rdfs:label		pubmed:30038317	hgnc.genegroup
HTR3	hgnc.genegroup:172	5-hydroxytryptamine receptors, ionotropic 	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
5-hydroxytryptamine receptors, ionotropic 	hgnc.genegroup:172	5-hydroxytryptamine receptors, ionotropic 	rdfs:label			hgnc.genegroup
MIR194	hgnc.genegroup:1720	MicroRNA MIR194 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR194 family	hgnc.genegroup:1720	MicroRNA MIR194 family	rdfs:label		pubmed:23715501	hgnc.genegroup
MIR196	hgnc.genegroup:1721	MicroRNA MIR196 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR196 family	hgnc.genegroup:1721	MicroRNA MIR196 family	rdfs:label		pubmed:17115073,pubmed:17150553	hgnc.genegroup
MIR199	hgnc.genegroup:1722	MicroRNA MIR199 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR199 family	hgnc.genegroup:1722	MicroRNA MIR199 family	rdfs:label		pubmed:24643020	hgnc.genegroup
MIR203	hgnc.genegroup:1723	MicroRNA MIR203 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR203 family	hgnc.genegroup:1723	MicroRNA MIR203 family	rdfs:label		pubmed:19759552	hgnc.genegroup
MicroRNA MIR204/211 family	hgnc.genegroup:1724	MicroRNA MIR204/211 family	rdfs:label		pubmed:20056717	hgnc.genegroup
MIR208	hgnc.genegroup:1725	MicroRNA MIR208 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR208 family	hgnc.genegroup:1725	MicroRNA MIR208 family	rdfs:label		pubmed:19696117	hgnc.genegroup
MIR218	hgnc.genegroup:1726	MicroRNA MIR218 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR218 family	hgnc.genegroup:1726	MicroRNA MIR218 family	rdfs:label		pubmed:26680198	hgnc.genegroup
MIR451	hgnc.genegroup:1727	MicroRNA MIR451 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR451 family	hgnc.genegroup:1727	MicroRNA MIR451 family	rdfs:label		pubmed:17588470	hgnc.genegroup
Ribosomal biogenesis factors	hgnc.genegroup:1729	Ribosomal biogenesis factors	rdfs:label		pubmed:23973377,pubmed:30638116,pubmed:30638116,pubmed:30670483	hgnc.genegroup
CHRN	hgnc.genegroup:173	Cholinergic receptors nicotinic subunits	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Cholinergic receptors nicotinic subunits	hgnc.genegroup:173	Cholinergic receptors nicotinic subunits	rdfs:label			hgnc.genegroup
PeBoW complex	hgnc.genegroup:1732	PeBoW complex	rdfs:label		pubmed:17353269,pubmed:27409667	hgnc.genegroup
Dehydrodolichyl diphosphate synthase 	hgnc.genegroup:1733	Dehydrodolichyl diphosphate synthase 	rdfs:label		pubmed:28842490	hgnc.genegroup
STOM	hgnc.genegroup:1734	Stomatin family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Stomatin family	hgnc.genegroup:1734	Stomatin family	rdfs:label		pubmed:21501885	hgnc.genegroup
MIR7	hgnc.genegroup:1736	MicroRNA MIR7 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR7 family	hgnc.genegroup:1736	MicroRNA MIR7 family	rdfs:label		pubmed:18922890,pubmed:22614005	hgnc.genegroup
MicroRNA MIR15/16 family	hgnc.genegroup:1737	MicroRNA MIR15/16 family	rdfs:label		pubmed:22814423,pubmed:25146723	hgnc.genegroup
MIR24	hgnc.genegroup:1738	MicroRNA MIR24 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR24 family	hgnc.genegroup:1738	MicroRNA MIR24 family	rdfs:label		pubmed:17906079,pubmed:19748357	hgnc.genegroup
MIR26	hgnc.genegroup:1739	MicroRNA MIR26 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR26 family	hgnc.genegroup:1739	MicroRNA MIR26 family	rdfs:label		pubmed:24375761,pubmed:25066487	hgnc.genegroup
MIR27	hgnc.genegroup:1740	MicroRNA MIR27 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR27 family	hgnc.genegroup:1740	MicroRNA MIR27 family	rdfs:label		pubmed:30145283	hgnc.genegroup
MIR30	hgnc.genegroup:1741	MicroRNA MIR30 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR30 family	hgnc.genegroup:1741	MicroRNA MIR30 family	rdfs:label		pubmed:30003109,pubmed:30301667	hgnc.genegroup
MIR33	hgnc.genegroup:1742	MicroRNA MIR33 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR33 family	hgnc.genegroup:1742	MicroRNA MIR33 family	rdfs:label		pubmed:20732877,pubmed:21576456	hgnc.genegroup
IRF	hgnc.genegroup:1743	Interferon regulatory factors 	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Interferon regulatory factors 	hgnc.genegroup:1743	Interferon regulatory factors 	rdfs:label		pubmed:28963109	hgnc.genegroup
CDK activating kinase complex	hgnc.genegroup:1744	CDK activating kinase complex	rdfs:label			hgnc.genegroup
GTF2H	hgnc.genegroup:1745	General transcription factor IIH complex subunits	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
General transcription factor IIH complex subunits	hgnc.genegroup:1745	General transcription factor IIH complex subunits	rdfs:label		pubmed:29088706,pubmed:29664212	hgnc.genegroup
GTF2E	hgnc.genegroup:1746	General transcription factor IIE complex subunits	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
General transcription factor IIE complex subunits	hgnc.genegroup:1746	General transcription factor IIE complex subunits	rdfs:label		pubmed:16184598,pubmed:26996949	hgnc.genegroup
GTF3C	hgnc.genegroup:1747	General transcription factor IIIC complex subunits	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
General transcription factor IIIC complex subunits	hgnc.genegroup:1747	General transcription factor IIIC complex subunits	rdfs:label		pubmed:26060179	hgnc.genegroup
GTF2A	hgnc.genegroup:1748	General transcription factor IIA complex subunits	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
General transcription factor IIA complex subunits	hgnc.genegroup:1748	General transcription factor IIA complex subunits	rdfs:label			hgnc.genegroup
Depalmitoylases	hgnc.genegroup:1749	Depalmitoylases	rdfs:label		pubmed:28630138	hgnc.genegroup
Cholinergic receptors	hgnc.genegroup:175	Cholinergic receptors	rdfs:label			hgnc.genegroup
GTF2F	hgnc.genegroup:1750	General transcription factor IIF complex subunits	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
General transcription factor IIF complex subunits	hgnc.genegroup:1750	General transcription factor IIF complex subunits	rdfs:label		pubmed:24550488	hgnc.genegroup
FA core complex	hgnc.genegroup:1751	FA core complex	rdfs:label		pubmed:22675617,pubmed:31666700	hgnc.genegroup
IPT domain containing	hgnc.genegroup:1752	IPT domain containing	rdfs:label			hgnc.genegroup
MicroRNA MIR101 family	hgnc.genegroup:1753	MicroRNA MIR101 family	rdfs:label		pubmed:19133256	hgnc.genegroup
MicroRNA MIR103/107 family	hgnc.genegroup:1754	MicroRNA MIR103/107 family	rdfs:label		pubmed:21654750,pubmed:28402214	hgnc.genegroup
MIR129	hgnc.genegroup:1756	MicroRNA MIR129 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR129 family	hgnc.genegroup:1756	MicroRNA MIR129 family	rdfs:label		pubmed:14973191,pubmed:24055727	hgnc.genegroup
MIR135	hgnc.genegroup:1757	MicroRNA MIR135 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR135 family	hgnc.genegroup:1757	MicroRNA MIR135 family	rdfs:label		pubmed:24952960	hgnc.genegroup
MIR138	hgnc.genegroup:1758	MicroRNA MIR138 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR138 family	hgnc.genegroup:1758	MicroRNA MIR138 family	rdfs:label		pubmed:24211202,pubmed:27183959	hgnc.genegroup
MIR153	hgnc.genegroup:1759	MicroRNA MIR153 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR153 family	hgnc.genegroup:1759	MicroRNA MIR153 family	rdfs:label		pubmed:22733824	hgnc.genegroup
ZACN	hgnc.genegroup:176	Zinc activated channels	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
Zinc activated channels	hgnc.genegroup:176	Zinc activated channels	rdfs:label		pubmed:12381728	hgnc.genegroup
MIR190	hgnc.genegroup:1760	MicroRNA MIR190 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR190 family	hgnc.genegroup:1760	MicroRNA MIR190 family	rdfs:label		pubmed:21750348,pubmed:30421125	hgnc.genegroup
MIR193	hgnc.genegroup:1761	MicroRNA MIR193 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR193 family	hgnc.genegroup:1761	MicroRNA MIR193 family	rdfs:label		pubmed:21447044	hgnc.genegroup
MIR365	hgnc.genegroup:1762	MicroRNA MIR365 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR365 family	hgnc.genegroup:1762	MicroRNA MIR365 family	rdfs:label		pubmed:21856783	hgnc.genegroup
MIR216	hgnc.genegroup:1763	MicroRNA MIR216 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR216 family	hgnc.genegroup:1763	MicroRNA MIR216 family	rdfs:label		pubmed:21878506,pubmed:25741595	hgnc.genegroup
MIR302	hgnc.genegroup:1764	MicroRNA MIR302 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR302 family	hgnc.genegroup:1764	MicroRNA MIR302 family	rdfs:label		pubmed:18710938,pubmed:19386261,pubmed:21490602	hgnc.genegroup
MIR551	hgnc.genegroup:1765	MicroRNA MIR551 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR551 family	hgnc.genegroup:1765	MicroRNA MIR551 family	rdfs:label		pubmed:26094040	hgnc.genegroup
MIR105	hgnc.genegroup:1766	MicroRNA MIR105 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR105 family	hgnc.genegroup:1766	MicroRNA MIR105 family	rdfs:label		pubmed:19509287,pubmed:24735924	hgnc.genegroup
MicroRNA MIR95 family	hgnc.genegroup:1767	MicroRNA MIR95 family	rdfs:label			hgnc.genegroup
MIR147	hgnc.genegroup:1768	MicroRNA MIR147 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR147 family	hgnc.genegroup:1768	MicroRNA MIR147 family	rdfs:label		pubmed:25333931,pubmed:27260617	hgnc.genegroup
MicroRNA MIR154 family	hgnc.genegroup:1769	MicroRNA MIR154 family	rdfs:label		pubmed:23043088,pubmed:24126940	hgnc.genegroup
Ion channels	hgnc.genegroup:177	Ion channels	rdfs:label			hgnc.genegroup
MicroRNA MIR379 family	hgnc.genegroup:1770	MicroRNA MIR379 family	rdfs:label		pubmed:24126940,pubmed:27504472	hgnc.genegroup
MicroRNA MIR329 family	hgnc.genegroup:1771	MicroRNA MIR329 family	rdfs:label		pubmed:24126940	hgnc.genegroup
MicroRNA MIR500 family	hgnc.genegroup:1773	MicroRNA MIR500 family	rdfs:label			hgnc.genegroup
MIR374	hgnc.genegroup:1775	MicroRNA MIR374 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR374 family	hgnc.genegroup:1775	MicroRNA MIR374 family	rdfs:label		pubmed:21923954,pubmed:27802840	hgnc.genegroup
RISC loading complex subunits	hgnc.genegroup:1776	RISC loading complex subunits	rdfs:label		pubmed:18178619,pubmed:19820710,pubmed:21520169,pubmed:23550157	hgnc.genegroup
MIR376	hgnc.genegroup:1777	MicroRNA MIR376 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR376 family	hgnc.genegroup:1777	MicroRNA MIR376 family	rdfs:label		pubmed:26940843	hgnc.genegroup
MIR378	hgnc.genegroup:1778	MicroRNA MIR378 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
MicroRNA MIR378 family	hgnc.genegroup:1778	MicroRNA MIR378 family	rdfs:label		pubmed:19945440,pubmed:28341711	hgnc.genegroup
MicroRNA MIR371 family	hgnc.genegroup:1779	MicroRNA MIR371 family	rdfs:label		pubmed:25268927	hgnc.genegroup
Voltage-gated ion channels	hgnc.genegroup:178	Voltage-gated ion channels	rdfs:label			hgnc.genegroup
MicroRNA MIR515 family	hgnc.genegroup:1780	MicroRNA MIR515 family	rdfs:label		pubmed:22158050,pubmed:27791094	hgnc.genegroup
B-WICH chromatin-remodelling complex subunits	hgnc.genegroup:1787	B-WICH chromatin-remodelling complex subunits	rdfs:label		pubmed:21326359,pubmed:21559432,pubmed:25883140	hgnc.genegroup
MicroRNA MIR506 family	hgnc.genegroup:1788	MicroRNA MIR506 family	rdfs:label		pubmed:27542202,pubmed:29374066	hgnc.genegroup
MIR450	hgnc.genegroup:1789	MicroRNA MIR450 family	oboInOwl:hasRelatedSynonym	omo:0004000		hgnc.genegroup
