subject_id	subject_label	object_id	object_label	predicate_id	mapping_justification
rhea:20522		reactome:R-HSA-73920.2		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20523		reactome:R-HSA-73912.2		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20524		kegg.reaction:R01361		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20524		metacyc.compound:3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20526		metacyc.compound:RXN-12905		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20528		kegg.reaction:R02929		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20530		metacyc.compound:1.2.3.14-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20532		kegg.reaction:R06957		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20534		ecocyc:3.1.3.74-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20534		metacyc.compound:3.1.3.74-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20536		kegg.reaction:R00173		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20538		ecocyc:3.1.4.14-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20538		metacyc.compound:3.1.4.14-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20540		kegg.reaction:R01623		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20542		metacyc.compound:RXN-5283		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20544		kegg.reaction:R06266		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20546		reactome:R-HSA-71200.2		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20546		metacyc.compound:KYNURENINE-3-MONOOXYGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20548		kegg.reaction:R01960		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20550		metacyc.compound:THIOSULFATE-DEHYDROGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20552		kegg.reaction:R00029		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20554		macie:M0033		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20555		reactome:R-HSA-71020.2		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20556		ecocyc:METHYLMALONYL-COA-EPIM-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20556		kegg.reaction:R02765		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20556		metacyc.compound:METHYLMALONYL-COA-EPIM-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20558		macie:M0087		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20560		kegg.reaction:R00131		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20560		metacyc.compound:UREASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20564		kegg.reaction:R01393		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20564		metacyc.compound:HYDROXYPYRUVATE-DECARBOXYLASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20566		metacyc.compound:4.2.3.10-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20568		kegg.reaction:R02004		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20570		reactome:R-HSA-452036.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20570		reactome:R-HSA-70569.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20572		kegg.reaction:R00551		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20572		metacyc.compound:ARGINASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20574		metacyc.compound:CALCIDIOL-1-MONOOXYGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20576		kegg.reaction:R03610		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20580		kegg.reaction:R06988		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20580		metacyc.compound:5.4.4.3-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20583		metacyc.compound:HYDROXYLAMINE-REDUCTASE-NADH-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20584		kegg.reaction:R00143		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20586		metacyc.compound:1.3.3.9-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20588		kegg.reaction:R03555		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20592		kegg.reaction:R10074		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20592		metacyc.compound:GLUTARYL-COA-DEHYDROG-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20596		kegg.reaction:R01200		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20596		metacyc.compound:N-ACETYLGLUCOSAMINE-DEACETYLASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20599		metacyc.compound:CYSTINE-REDUCTASE-NADH-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20600		kegg.reaction:R00892		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20606		ecocyc:CYTDEAM-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20606		metacyc.compound:CYTDEAM-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20608		kegg.reaction:R00974		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20612		kegg.reaction:R01782		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20616		kegg.reaction:R04017		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20616		metacyc.compound:GALACTOSYLCERAMIDE-SULFOTRANSFERASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20618		metacyc.compound:1.3.3.12-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20620		kegg.reaction:R00643		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20622		ecocyc:RXN0-5205		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20622		metacyc.compound:RXN0-5205		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20624		kegg.reaction:R00086		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20628		kegg.reaction:R04015		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20628		metacyc.compound:CYTOCHROME-C3-HYDROGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20630		ecocyc:3.1.3.16-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20630		metacyc.compound:3.1.3.16-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20632		kegg.reaction:R00164		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20634		metacyc.compound:RXN-12431		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20636		kegg.reaction:R11801		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20638		metacyc.compound:1.1.99.28-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20640		kegg.reaction:R00874		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20642		ecocyc:RXN-8001		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20642		metacyc.compound:RXN-8001		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20644		kegg.reaction:R01158		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20649	23,24-dihydrocucurbitacin B + NADP(+) = cucurbitacin B + H(+) + NADPH	metacyc.compound:CUCURBITACIN-DELTA-23-REDUCTASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20652		kegg.reaction:R03764		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20653	23,24-dihydrocucurbitacin B + NAD(+) = cucurbitacin B + H(+) + NADH	metacyc.compound:CUCURBITACIN-DELTA-23-REDUCTASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20656		kegg.reaction:R03763		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20660		kegg.reaction:R04140		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20660		metacyc.compound:3.5.5.5-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20662		ecocyc:3.4.13.22-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20662		metacyc.compound:3.4.13.22-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20664		kegg.reaction:R07651		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20667		metacyc.compound:1.1.1.263-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20668		kegg.reaction:R05682		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20670		metacyc.compound:1.1.1.170-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20672		kegg.reaction:R04483		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20674		metacyc.compound:1.1.1.170-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20676		kegg.reaction:R07149		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20678		metacyc.compound:ALIZARIN-2-BETA-GLUCOSYLTRANSFERASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20680		kegg.reaction:R03573		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20682		metacyc.compound:RXN-4735		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20684		kegg.reaction:R07260		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20686		metacyc.compound:GALACTITOL-2-DEHYDROGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20688		kegg.reaction:R02928		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20690		metacyc.compound:CHLOROGENATE-HYDROLASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20692		kegg.reaction:R02997		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20697		ecocyc:SUPEROX-DISMUT-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20697		reactome:R-HSA-1222462.1		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20697		reactome:R-HSA-1222469.1		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20697		reactome:R-HSA-3299680.1		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20697		reactome:R-HSA-3299682.1		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20697		reactome:R-HSA-3299691.1		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20697		reactome:R-HSA-3777112.2		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20697		macie:M0138		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20697		metacyc.compound:SUPEROX-DISMUT-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20699		kegg.reaction:R00275		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20701		ecocyc:TETRAACYLDISACC4KIN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20701		metacyc.compound:TETRAACYLDISACC4KIN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20703		kegg.reaction:R04657		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20707		kegg.reaction:R02191		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20707		metacyc.compound:D-AMINO-ACID-N-ACETYLTRANSFERASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20708	ATP + erythritol = ADP + D-erythritol 4-phosphate + H(+)	metacyc.compound:ERYTHRITOL-KINASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20711		kegg.reaction:R02430		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20713		ecocyc:7KAPSYN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20713		metacyc.compound:7KAPSYN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20715		kegg.reaction:R03210		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20717		metacyc.compound:S-ADENOSYLHOMOCYSTEINE-DEAMINASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20719		kegg.reaction:R00193		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20723		kegg.reaction:R04868		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20723		metacyc.compound:2.3.1.164-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20727		kegg.reaction:R07314		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20729		metacyc.compound:L-GLUTAMATE-OXIDASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20731		kegg.reaction:R00250		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20734		metacyc.compound:RXN-24006		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20739		ecocyc:AKBLIG-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20739		kegg.reaction:R00371		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20739		metacyc.compound:AKBLIG-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20741		metacyc.compound:TRANS-EPOXYSUCCINATE-HYDROLASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20743		kegg.reaction:R02547		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20744	NADP(+) + prostaglandin D2 = 15-oxoprostaglandin D2 + H(+) + NADPH	metacyc.compound:1.1.1.196-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20747		kegg.reaction:R02800		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20749		macie:M0137		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20749		metacyc.compound:1.14.20.1-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20751		kegg.reaction:R05301		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20756	(E)-caffeoyl-CoA + D-threo-isocitrate = 2-[(E)-caffeoyl]-D-threo-isocitrate(3-) + CoA	metacyc.compound:2.3.1.126-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20759		kegg.reaction:R01946		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20767		kegg.reaction:R00930		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20767		metacyc.compound:2.1.3.1-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20769		metacyc.compound:4.1.1.82-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20771		kegg.reaction:R04053		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20773		ecocyc:RIBOFLAVIN-SYN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20773		macie:M0247		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20773		metacyc.compound:RIBOFLAVIN-SYN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20775		kegg.reaction:R00066		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20779		kegg.reaction:R03418		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20779		metacyc.compound:2.4.1.67-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20783		ecocyc:GUANYL-KIN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20783		kegg.reaction:R00332		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20783		metacyc.compound:GUANYL-KIN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20785		metacyc.compound:RXN-8732		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20787		kegg.reaction:R01886		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20793		ecocyc:LYSINE--TRNA-LIGASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20793		metacyc.compound:LYSINE--TRNA-LIGASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20795		kegg.reaction:R03658		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20796	aldehydo-D-ribose = D-ribulose	metacyc.compound:RIBOSE-ISOMERASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20799		kegg.reaction:R01081		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20801		metacyc.compound:RXN-16325		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20803		kegg.reaction:R04603		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20803		kegg.reaction:R05932		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20805		metacyc.compound:1.2.1.27-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20807		kegg.reaction:R00922		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20811		kegg.reaction:R01807		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20811		metacyc.compound:2.3.1.45-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20815		kegg.reaction:R00354		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20815		metacyc.compound:RXN-7929		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20819		kegg.reaction:R04099		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20819		metacyc.compound:1.1.1.230-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20823		kegg.reaction:R01028		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20825		reactome:R-HSA-109624.4		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20825		macie:M0209		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20825		metacyc.compound:ADENOSINE-KINASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20827		kegg.reaction:R00185		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20829		ecocyc:PHOSPHASERDECARB-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20829		metacyc.compound:PHOSPHASERDECARB-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20831		kegg.reaction:R02055		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20833		metacyc.compound:3.6.3.37-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20841		reactome:R-HSA-977301.1		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20841		macie:M0049		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20841		metacyc.compound:HISTIDINE-DECARBOXYLASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20843		kegg.reaction:R01167		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20845		reactome:R-HSA-70501.5		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20845		macie:M0223		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20845		metacyc.compound:PYRUVATE-CARBOXYLASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20847		kegg.reaction:R00344		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20849		macie:M0274		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20849		metacyc.compound:1.2.3.3-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20851		kegg.reaction:R00207		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20852	ATP + H(+)(in) + H2O = ADP + 2 H(+)(out) + phosphate	reactome:R-HSA-374916.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20853		metacyc.compound:3.6.3.6-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20855		kegg.reaction:R00086		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20857		metacyc.compound:CERAMIDASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20859		kegg.reaction:R01493		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20861		metacyc.compound:ISOPIPERITENOL-DEHYDROGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20863		kegg.reaction:R03261		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20867		kegg.reaction:R05767		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20867		metacyc.compound:2.4.1.216-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20873		metacyc.compound:RXN-8887		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20875		kegg.reaction:R10607		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20877		metacyc.compound:RXN-865		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20880	10-hydroxydecanoate + NAD(+) = 10-oxodecanoate + H(+) + NADH	metacyc.compound:OMEGA-HYDROXYDECANOATE-DEHYDROGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20883		kegg.reaction:R03886		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20886		metacyc.compound:SERINE-DEHYDROGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20887		kegg.reaction:R00581		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20889		macie:M0345		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20891		kegg.reaction:R03352		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20895		kegg.reaction:R01174		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20895		metacyc.compound:PHOSPHATE-BUTYRYLTRANSFERASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20897		metacyc.compound:UREA-CARBOXYLASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20899		kegg.reaction:R00774		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20901		metacyc.compound:N-BENZYLOXYCARBONYLGLYCINE-HYDROLASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20903		kegg.reaction:R02551		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20906		metacyc.compound:RXN-8805		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20907		kegg.reaction:R05762		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20909		metacyc.compound:2.4.1.225-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20911		kegg.reaction:R07335		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20915		kegg.reaction:R06305		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20917		metacyc.compound:CYSTEINE-LYASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20919		kegg.reaction:R00901		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20921		metacyc.compound:24-DICHLOROPHENOL-6-MONOOXYGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20923		kegg.reaction:R03997		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20927		kegg.reaction:R03874		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20927		metacyc.compound:PEPTIDYLAMIDOGLYCOLATE-LYASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20929		metacyc.compound:RXN-20159		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20931		kegg.reaction:R03149		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20931		metacyc.compound:2.7.7.28-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20932	L-erythrulose 1-phosphate = dihydroxyacetone phosphate + formaldehyde	metacyc.compound:KETOTETROSE-PHOSPHATE-ALDOLASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20935		kegg.reaction:R01014		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20939		kegg.reaction:R01209		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20941		reactome:R-HSA-1855197.2		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20941		reactome:R-HSA-2267372.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20941		metacyc.compound:2.7.1.133-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20943		kegg.reaction:R03429		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20945		metacyc.compound:RXN-7599		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20947		kegg.reaction:R07920		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20949		metacyc.compound:R231-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20951		kegg.reaction:R05774		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20953		metacyc.compound:2.4.1.188-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20955		kegg.reaction:R06047		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20957		ecocyc:RXN-10819		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20957		metacyc.compound:RXN-10819		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20959		kegg.reaction:R02539		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20961		metacyc.compound:RXN-7241		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20963		kegg.reaction:R03372		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20965		reactome:R-HSA-893583.1		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20967		ecocyc:2.6.1.7-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20967		kegg.reaction:R01956		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20967		metacyc.compound:2.6.1.7-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20969		metacyc.compound:L-ARABINONATE-DEHYDRATASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20971		kegg.reaction:R02522		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20972	1-O-alkyl-2-acyl-sn-glycero-3-phosphocholine + 1-O-alkyl-sn-glycero-3-phosphoethanolamine = 1-O-alkyl-2-acyl-sn-glycero-3-phosphoethanolamine + 1-O-alkyl-sn-glycero-3-phosphocholine	metacyc.compound:2.3.1.148-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20975		kegg.reaction:R04721		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20977		metacyc.compound:RXN-11045		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20979		kegg.reaction:R10388		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20981		metacyc.compound:BILIRUBIN-OXIDASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
rhea:20983		kegg.reaction:R02394		oboinowl:hasDbXref	sempav:UnspecifiedMatching
