subject_id	subject_label	object_id	object_label	predicate_id	mapping_justification
zfin:ZDB-GENE-031219-2	cpvl	ncbigene:387531	cpvl	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-031219-3	cyp4t8	ncbigene:387527	cyp4t8	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-031219-4	fa2h	ncbigene:792257	fa2h	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-031219-5	ca2	ncbigene:387526	ca2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-031219-6	ahcy	ncbigene:387530	ahcy	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-031219-7	myo5b	ncbigene:567402	myo5b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-031222-1	pdzk1	ncbigene:337325	pdzk1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-031222-10	pde7a	ncbigene:100151215	pde7a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-031222-2	ivns1abpa	ncbigene:387591	ivns1abpa	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-031222-3	slc13a1	ncbigene:387592	slc13a1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-031222-4	fosab	ncbigene:394198	fosab	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-031222-5	hadhaa	ncbigene:553401	hadhaa	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040105-1	pxna	ncbigene:399546	pxna	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040106-1	atp1a3al	ncbigene:399660	atp1a3al	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040107-40	npb	ncbigene:563766	npb	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040107-41	scap	ncbigene:558292	scap	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040108-1	chrnb3a	ncbigene:794401	chrnb3a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040108-10	baiap2l2a	ncbigene:394210	baiap2l2a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040108-11	sb:cb1076	ncbigene:394211	sb:cb1076	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040108-12	sb:cb1078	ncbigene:394212	sb:cb1078	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040108-2	chrna2a	ncbigene:678575	chrna2a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040108-3	chrna7a	ncbigene:394199	chrna7a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040108-4	vezf1a	ncbigene:567023	vezf1a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040108-6	si:ch73-208g10.1	ncbigene:100002730	si:ch73-208g10.1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040108-7	xirp2a	ncbigene:559746	xirp2a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040108-8	sb:cb1050	ncbigene:394208	sb:cb1050	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040108-9	sb:cb1058	ncbigene:394209	sb:cb1058	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040109-1	nop56	ncbigene:394196	nop56	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040109-2	wdr21	ncbigene:393674	wdr21	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040109-3	ing3	ncbigene:393911	ing3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040109-4	sox7	ncbigene:394203	sox7	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040109-5	rps24	ncbigene:394194	rps24	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040109-6	bnip2	ncbigene:394197	bnip2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040109-7	hdac9b	ncbigene:393789	hdac9b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040112-2	igiv1s5	ncbigene:394251	igiv1s5	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040113-1	tekt2	ncbigene:550629	tekt2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040113-2	insb	ncbigene:566735	insb	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040114-1	pnocb	ncbigene:394236	pnocb	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040115-1	tal2	ncbigene:394239	tal2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040115-2	ndel1a	ncbigene:394244	ndel1a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040115-3	dnaja3b	ncbigene:394242	dnaja3b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040115-4	pfn2b	ncbigene:394235	pfn2b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040115-5	ahcyl2b	ncbigene:394240	ahcyl2b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040116-1	arpc1a	ncbigene:394243	arpc1a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040116-2	pafah1b1a	ncbigene:394246	pafah1b1a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040116-3	pafah1b1b	ncbigene:394247	pafah1b1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040116-4	bmi1b	ncbigene:394249	bmi1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040116-5	fancd2	ncbigene:394241	fancd2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040116-6	pgam2	ncbigene:572733	pgam2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040116-7	nfkbil1	ncbigene:101887110	nfkbil1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040116-8	gfi1ab	ncbigene:798697	gfi1ab	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040120-1	cyp2p10	ncbigene:399485	cyp2p10	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040120-2	cyp2p9	ncbigene:393592	cyp2p9	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040120-4	dldh	ncbigene:399479	dldh	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040120-5	aldh9a1b	ncbigene:399481	aldh9a1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040120-6	eif4a1b	ncbigene:399484	eif4a1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040120-7	arpc5b	ncbigene:399482	arpc5b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040121-1	mapk3	ncbigene:399480	mapk3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040121-2	mcm3l	ncbigene:100147915	mcm3l	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040121-3	sh3gl2a	ncbigene:394091	sh3gl2a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040121-4	sh3gl3b	ncbigene:393150	sh3gl3b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040121-5	akt2l	ncbigene:403146	akt2l	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040121-6	ldb3a	ncbigene:794339	ldb3a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040121-7	arcn1b	ncbigene:399661	arcn1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040122-2	slc3a2b	ncbigene:399488	slc3a2b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040122-3	rab5ab	ncbigene:393945	rab5ab	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040122-4	arf2a	ncbigene:399477	arf2a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040122-5	ywhaqa	ncbigene:399487	ywhaqa	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040123-1	cdkn1ca	ncbigene:399483	cdkn1ca	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040123-3	coro1b	ncbigene:560168	coro1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040128-1	trim71	ncbigene:561754	trim71	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040128-16	sh3yl1	ncbigene:566522	sh3yl1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040128-2	fgfrl1a	ncbigene:393347	fgfrl1a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040128-7	si:dkey-85k7.7	ncbigene:399650	si:dkey-85k7.7	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040202-1	insig2	ncbigene:399645	insig2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040204-1	mdh1aa	ncbigene:399662	mdh1aa	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040206-1	fhl1a	ncbigene:399646	fhl1a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040212-1	smtnl	ncbigene:399690	smtnl	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040213-1	mbd4	ncbigene:101887128	mbd4	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040213-2	cyp17a1	ncbigene:399692	cyp17a1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040218-1	psenen	ncbigene:402810	psenen	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040218-2	has1	ncbigene:403130	has1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040219-1	sarm1	ncbigene:403143	sarm1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040219-10	tlr9	ncbigene:403128	tlr9	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040219-11	tlr7	ncbigene:100534776	tlr7	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040219-12	tlr8b	ncbigene:403136	tlr8b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040219-13	tlr8a	ncbigene:403137	tlr8a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040219-14	tlr5a	ncbigene:403138	tlr5a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040219-15	tlr5b	ncbigene:403139	tlr5b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040219-2	ticam1	ncbigene:403147	ticam1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040219-3	myd88	ncbigene:403145	myd88	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040219-4	tirap	ncbigene:403148	tirap	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040219-5	il1rapl2	ncbigene:100149452	il1rapl2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040219-6	tlr2	ncbigene:403125	tlr2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040219-7	tlr3	ncbigene:403126	tlr3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040219-8	tlr4ba	ncbigene:403131	tlr4ba	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040219-9	tlr4bb	ncbigene:403132	tlr4bb	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040220-1	tlr1	ncbigene:403127	tlr1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040220-2	tlr18	ncbigene:403133	tlr18	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040220-3	tlr19.1	ncbigene:403134	tlr19.1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040220-4	tlr21	ncbigene:402884	tlr21	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040220-5	tlr22	ncbigene:403135	tlr22	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040220-6	tlr20.2	ncbigene:403140	tlr20.2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040220-7	tlr20f	ncbigene:403141	tlr20f	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040227-1	gnmt	ncbigene:403338	gnmt	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040302-1	med17	ncbigene:567560	med17	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040303-1	dab2	ncbigene:404040	dab2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040303-2	pofut1	ncbigene:403029	pofut1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040303-3	sh3bp4a	ncbigene:403082	sh3bp4a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040303-4	vegfc	ncbigene:403049	vegfc	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040305-1	nos2a	ncbigene:404036	nos2a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040305-2	traf4b	ncbigene:404035	traf4b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040308-1	traf4a	ncbigene:404045	traf4a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040308-2	casc3	ncbigene:403025	casc3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040309-1	pik3r2	ncbigene:404211	pik3r2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040309-2	myf6	ncbigene:404208	myf6	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040310-1	rtn4r	ncbigene:403306	rtn4r	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040310-2	rtn4rl2b	ncbigene:403309	rtn4rl2b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040310-3	rtn4rl1b	ncbigene:403308	rtn4rl1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040310-4	rtn4rl2a	ncbigene:403307	rtn4rl2a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040310-5	sfrp1a	ncbigene:402843	sfrp1a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040310-6	gja10b	ncbigene:404207	gja10b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040311-1	dcps	ncbigene:402850	dcps	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040311-2	ccna1	ncbigene:404206	ccna1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040312-2	crim1	ncbigene:404210	crim1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040312-3	cnr1	ncbigene:404209	cnr1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040312-4	oprl1	ncbigene:402851	oprl1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040315-1	chst11	ncbigene:404232	chst11	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040316-1	tpst1l	ncbigene:393171	tpst1l	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040317-1	rem1	ncbigene:394149	rem1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040318-1	fgf2	ncbigene:404231	fgf2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040319-1	aplp1	ncbigene:404233	aplp1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040319-2	igfbp5b	ncbigene:403039	igfbp5b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040322-1	pdcl3	ncbigene:403034	pdcl3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040322-2	rhoab	ncbigene:100006041	rhoab	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040323-1	ric3b	ncbigene:436654	ric3b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040323-2	uros	ncbigene:404731	uros	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040324-1	hcrt	ncbigene:613239	hcrt	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040325-1	bnip3lb	ncbigene:554650	bnip3lb	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040325-2	zcchc17	ncbigene:393516	zcchc17	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040329-1	aanat1	ncbigene:393677	aanat1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040329-2	cbx4	ncbigene:573110	cbx4	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040329-3	mao	ncbigene:404730	mao	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040401-1	pou4f2	ncbigene:402816	pou4f2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040401-2	hmgcra	ncbigene:559054	hmgcra	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040401-3	chst14	ncbigene:404732	chst14	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040405-1	cbx8a	ncbigene:100150672	cbx8a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040406-1	gjb8	ncbigene:404725	gjb8	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040406-2	gja2	ncbigene:404726	gja2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040406-3	gjb10	ncbigene:404727	gjb10	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040406-4	gjb9a	ncbigene:404728	gjb9a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040407-1	cherp	ncbigene:337851	cherp	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040407-2	elovl5	ncbigene:393425	elovl5	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040407-3	gja5a	ncbigene:404729	gja5a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040408-1	bcor	ncbigene:402921	bcor	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040409-1	mnx1	ncbigene:405399	mnx1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040412-1	igfbp3	ncbigene:403079	igfbp3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040413-1	eif4ea	ncbigene:79380	eif4ea	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040415-1	mnx2a	ncbigene:406205	mnx2a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040415-2	mnx2b	ncbigene:406206	mnx2b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040415-3	slc31a1	ncbigene:403028	slc31a1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040419-1	per1b	ncbigene:406204	per1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040419-2	mttp	ncbigene:406207	mttp	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040420-1	alpl	ncbigene:393982	alpl	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040420-2	npsn	ncbigene:404039	npsn	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040421-1	hsd17b4	ncbigene:393105	hsd17b4	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040421-2	dand5	ncbigene:791454	dand5	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1	arfgap3	ncbigene:402889	arfgap3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1000	trim47	ncbigene:393254	trim47	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1001	rapgef1b	ncbigene:394101	rapgef1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1002	hsd11b1la	ncbigene:393293	hsd11b1la	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1003	trim63b	ncbigene:394070	trim63b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1004	psmd13	ncbigene:393922	psmd13	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1006	sigmar1	ncbigene:393952	sigmar1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1007	idh3a	ncbigene:393926	idh3a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1008	septin7a	ncbigene:394136	septin7a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1009	gtf3c6	ncbigene:393232	gtf3c6	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1010	fus	ncbigene:394058	fus	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1011	qars1	ncbigene:394188	qars1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1012	slc46a1	ncbigene:393255	slc46a1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1013	taf8	ncbigene:393256	taf8	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1015	use1	ncbigene:393294	use1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1016	mtmr8	ncbigene:393365	mtmr8	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1017	polr3d	ncbigene:393257	polr3d	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1019	ints15	ncbigene:393295	ints15	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1021	ttc4	ncbigene:393981	ttc4	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1022	stk11ip	ncbigene:795019	stk11ip	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1023	h3f3d	ncbigene:394076	h3f3d	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1024	rnf181	ncbigene:393276	rnf181	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1025	naalad2	ncbigene:393247	naalad2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1026	pafah1b3	ncbigene:394033	pafah1b3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1029	rae1	ncbigene:393973	rae1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1031	snapc1a	ncbigene:393233	snapc1a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1032	siae	ncbigene:555385	siae	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1033	rpl34	ncbigene:394097	rpl34	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1035	nol12	ncbigene:393260	nol12	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1036	dtnbp1a	ncbigene:394109	dtnbp1a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1037	nipsnap3a	ncbigene:393234	nipsnap3a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1038	psmd6	ncbigene:393261	psmd6	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1039	eif2b3	ncbigene:394049	eif2b3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1040	fbxo32	ncbigene:393891	fbxo32	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1041	mrpl45	ncbigene:393277	mrpl45	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1042	hmgcs1	ncbigene:394060	hmgcs1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1043	nme4	ncbigene:394170	nme4	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1045	fancl	ncbigene:406255	fancl	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1046	vrk2	ncbigene:394145	vrk2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1047	slc15a4	ncbigene:393932	slc15a4	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1049	pwp1	ncbigene:393262	pwp1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1050	ddrgk1	ncbigene:393263	ddrgk1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-040426-1052	sh2d3cb	ncbigene:394051	sh2d3cb	oboinowl:hasDbXref	sempav:UnspecifiedMatching
